FID,OBJECTID_1,NOMBRE_ENT,CATEGORIA,DEPARTAMEN,COD_DEPART,COD_MUNICI,AREA_KM,OBSERVACIO,PK_CUE,ACTO_ADMIN,ESCALA_150,ESCALA_200,ESCALA_300,ESCALA_350,ESCALA_400,ESCALA_500,ESCALA_750,ESCALA_100,SHAPE_Leng,SHAPE_Area
290,"4,474.000000000000000",SUPATÁ,M,CUNDINAMARCA,25,777,130.130794769999990, ,"501,507.000000000000000", ,0,0,0,0,0,0,0,0,0.463209605491000,0.010614822446000
291,"4,475.000000000000000",CASABIANCA,M,TOLIMA,73,152,176.597865670000000, ,"501,509.000000000000000", ,0,0,0,0,0,0,0,0,1.031137619650000,0.014395239599400
292,"4,476.000000000000000",SAN JOSÉ,M,CALDAS,17,665,61.007431500000003, ,"501,511.000000000000000", ,0,0,0,0,0,0,0,0,0.452379783603000,0.004970690086000
293,"4,477.000000000000000",MEDIO SAN JUAN (Andagoya),M,CHOCÓ,27,450,670.009915829999950, ,"501,513.000000000000000", ,0,0,0,0,0,0,0,0,2.715661843040000,0.054496228205100
294,"4,478.000000000000000",VITERBO,M,CALDAS,17,877,113.280798200000010, ,"501,517.000000000000000", ,0,0,0,0,0,0,0,0,0.640879533809000,0.009228786502800
295,"4,479.000000000000000",SANTUARIO,M,RISARALDA,66,687,192.763886410000000, ,"501,519.000000000000000", ,0,0,0,0,0,0,0,0,0.885482068667000,0.015702249632600
296,"4,480.000000000000000",PALESTINA,M,CALDAS,17,524,111.986706620000010, ,"501,521.000000000000000", ,0,0,0,0,0,0,0,0,0.596371470854000,0.009125438864540
297,"4,481.000000000000000",MARMATO,M,CALDAS,17,442,36.419130789999997, ,"501,703.000000000000000", ,0,0,0,0,0,0,0,0,0.291549965019000,0.002969906684230
298,"4,482.000000000000000",SUPIA,M,CALDAS,17,777,122.359518769999990, ,"501,705.000000000000000", ,0,0,0,0,0,0,0,0,0.540071870117000,0.009977176848200
299,"4,483.000000000000000",PENSILVANIA,M,CALDAS,17,541,496.444540980000000, ,"501,707.000000000000000", ,0,0,0,0,0,0,0,0,1.236853075670000,0.040492461493200
300,"4,484.000000000000000",SAN EDUARDO,M,BOYACÁ,15,660,107.593977260000000, ,"501,605.000000000000000", ,0,0,0,0,0,0,0,0,0.443212391333000,0.008773852381110
301,"4,485.000000000000000",MARIQUITA,M,TOLIMA,73,443,294.379576709999980, ,"501,607.000000000000000", ,0,0,0,0,0,0,0,0,0.766727485201000,0.024008148251200
302,"4,486.000000000000000",HONDA,M,TOLIMA,73,349,304.032805450000010, ,"501,609.000000000000000", ,0,0,0,0,0,0,0,0,1.005285498420000,0.024794706174400
303,"4,487.000000000000000",EL PEÑÓN,M,CUNDINAMARCA,25,258,135.953627420000000, ,"501,611.000000000000000", ,0,0,0,0,0,0,0,0,0.601789580113000,0.011090294995700
304,"4,488.000000000000000",VILLAGÓMEZ,M,CUNDINAMARCA,25,871,61.898437629999997, ,"501,613.000000000000000", ,0,0,0,0,0,0,0,0,0.440718741232000,0.005049447059320
305,"4,489.000000000000000",ARANZAZU,M,CALDAS,17,050,148.950283660000000, ,"501,615.000000000000000", ,0,0,0,0,0,0,0,0,0.679323712274000,0.012132609778600
306,"4,490.000000000000000",MARQUETALIA,M,CALDAS,17,444,90.288286339999999, ,"501,617.000000000000000", ,0,0,0,0,0,0,0,0,0.526426560093000,0.007363783223140
307,"4,491.000000000000000",JENESANO,M,BOYACÁ,15,367,59.254806610000003, ,0.000000000000000, ,0,0,0,0,0,0,0,0,0.447701812467000,0.004833903269600
308,"4,492.000000000000000",ANCUYA,M,NARIÑO,52,036,68.819818850000004, ,"501,350.000000000000000", ,0,0,0,0,0,0,0,0,0.369595025883000,0.005571849575170
309,"4,493.000000000000000",SIBUNDOY,M,PUTUMAYO,86,749,97.723327729999994, ,"501,352.000000000000000", ,0,0,0,0,0,0,0,0,0.509051594521000,0.007921351689270
310,"4,494.000000000000000",PASTO,M,NARIÑO,52,001,"1,076.380978539999900", ,"501,354.000000000000000", ,0,0,0,0,0,0,0,0,1.648614961600000,0.087199596451900
311,"4,495.000000000000000",VALPARAÍSO,M,CAQUETÁ,18,860,"1,030.308995110000100", ,"501,356.000000000000000", ,0,0,0,0,0,0,0,0,2.166102195930000,0.083656812864400
312,"4,496.000000000000000",NARIÑO,M,NARIÑO,52,480,49.507745890000002, ,"501,358.000000000000000", ,0,0,0,0,0,0,0,0,0.358056949609000,0.004009909478550
313,"4,497.000000000000000",MILÁN,M,CAQUETÁ,18,460,"1,230.766547239999900", ,"501,360.000000000000000", ,0,0,0,0,0,0,0,0,1.765932984750000,0.099955628791800
314,"4,498.000000000000000",ALBANIA,M,CAQUETÁ,18,029,412.979124889999980, ,"501,362.000000000000000", ,0,0,0,0,0,0,0,0,0.984709017507000,0.033524812638800
315,"4,499.000000000000000",SANDONÁ,M,NARIÑO,52,683,101.507587370000000, ,"501,364.000000000000000", ,0,0,0,0,0,0,0,0,0.482155876880000,0.008219759204490
316,"4,500.000000000000000",MALLAMA (Piedrancha),M,NARIÑO,52,435,568.962054279999960, ,"501,366.000000000000000", ,0,0,0,0,0,0,0,0,1.280979882590000,0.046031087092700
317,"4,501.000000000000000",LA FLORIDA,M,NARIÑO,52,381,136.216264279999990, ,"501,368.000000000000000", ,0,0,0,0,0,0,0,0,0.785475157148000,0.011032105476800
318,"4,502.000000000000000",BUESACO,M,NARIÑO,52,110,636.086157559999950, ,"501,370.000000000000000", ,0,0,0,0,0,0,0,0,1.183857687240000,0.051543243381000
319,"4,503.000000000000000",SANTA CRUZ (Guachavés),M,NARIÑO,52,699,539.113801289999970, ,"501,372.000000000000000", ,0,0,0,0,0,0,0,0,1.293276284000000,0.043628478094600
320,"4,504.000000000000000",MOCOA,M,PUTUMAYO,86,001,"1,334.458697249999900", ,"501,374.000000000000000", ,0,0,0,0,0,0,0,0,2.380968374600000,0.108211731342000
321,"4,505.000000000000000",RICAURTE,M,NARIÑO,52,612,"1,056.060000020000000",En proceso de Aprobación. Sujeto a cambios,"501,376.000000000000000", ,0,0,0,0,0,0,0,0,2.149267856680000,0.085392232207800
322,"4,506.000000000000000",LINARES,M,NARIÑO,52,411,135.771472109999990, ,"501,378.000000000000000", ,0,0,0,0,0,0,0,0,0.613922214226000,0.010993336571300
323,"4,507.000000000000000",ALBÁN (San José),M,NARIÑO,52,019,38.851054290000000, ,"501,380.000000000000000", ,0,0,0,0,0,0,0,0,0.325896749548000,0.003148656545810
324,"4,508.000000000000000",EL TABLÓN,M,NARIÑO,52,258,306.596559899999990, ,"501,382.000000000000000", ,0,0,0,0,0,0,0,0,0.806788934086000,0.024851007638600
325,"4,509.000000000000000",CHACHAGUÍ,M,NARIÑO,52,240,146.156023970000010, ,"501,384.000000000000000", ,0,0,0,0,0,0,0,0,0.718680302243000,0.011840182742200
326,"4,510.000000000000000",ARBOLEDA (Berruecos),M,NARIÑO,52,051,60.336171819999997, ,"501,386.000000000000000", ,0,0,0,0,0,0,0,0,0.367142861144000,0.004889372441150
327,"4,511.000000000000000",EL TAMBO,M,NARIÑO,52,260,246.631365939999990, ,"501,388.000000000000000", ,0,0,0,0,0,0,0,0,0.813383253223000,0.019975593641700
328,"4,512.000000000000000",Cartagena del Chairá,M,Caquetá,18,150,"12,770.075407200000000", ,"501,390.000000000000000", ,0,0,0,0,0,0,0,0,9.274846692810000,1.037463415660000
329,"4,513.000000000000000",SAN BERNARDO,M,NARIÑO,52,685,64.926650519999995, ,"501,392.000000000000000", ,0,0,0,0,0,0,0,0,0.467596855877000,0.005262533171920
330,"4,514.000000000000000",MORELIA,M,CAQUETÁ,18,479,475.007569779999980, ,"501,394.000000000000000", ,0,0,0,0,0,0,0,0,1.314020917620000,0.038570777749500
331,"4,515.000000000000000",SAN JOSÉ DEL FRAGUA,M,CAQUETÁ,18,610,"1,239.558873900000000", ,"501,396.000000000000000", ,0,0,0,0,0,0,0,0,1.991942037830000,0.100600633790000
332,"4,516.000000000000000",PIAMONTE,M,CAUCA,19,533,"1,104.961280620000000", ,"501,398.000000000000000", ,0,0,0,0,0,0,0,0,2.668918796920000,0.089649183937400
333,"4,517.000000000000000",SAN PEDRO DE CARTAGO (Cartago),M,NARIÑO,52,694,55.017196920000004, ,"501,400.000000000000000", ,0,0,0,0,0,0,0,0,0.356419309004000,0.004458692905070
334,"4,518.000000000000000",EL PEÑOL,M,NARIÑO,52,254,121.569929070000000, ,"501,404.000000000000000", ,0,0,0,0,0,0,0,0,0.546497103556000,0.009845806663690
335,"4,519.000000000000000",BELÉN,M,NARIÑO,52,083,41.838279530000001, ,"501,406.000000000000000", ,0,0,0,0,0,0,0,0,0.362639418185000,0.003391100376290
336,"4,520.000000000000000",LA CRUZ,M,NARIÑO,52,378,238.942444069999990, ,"501,408.000000000000000", ,0,0,0,0,0,0,0,0,0.656774811056000,0.019370954167700
337,"4,521.000000000000000",LA LLANADA,M,NARIÑO,52,385,245.047518230000010, ,"501,410.000000000000000", ,0,0,0,0,0,0,0,0,1.366438046040000,0.019834860466500
338,"4,522.000000000000000",SAN LORENZO,M,NARIÑO,52,687,248.859342370000010, ,"501,412.000000000000000", ,0,0,0,0,0,0,0,0,0.755644559864000,0.020163597727200
339,"4,523.000000000000000",COLÓN (Génova),M,NARIÑO,52,203,61.769467589999998, ,"501,416.000000000000000", ,0,0,0,0,0,0,0,0,0.447963927706000,0.005006641696400
340,"4,524.000000000000000",TAMINANGO,M,NARIÑO,52,786,234.633159119999990, ,"501,418.000000000000000", ,0,0,0,0,0,0,0,0,0.656730697465000,0.019007414404000
341,"4,525.000000000000000",LA UNIÓN,M,NARIÑO,52,399,142.232727170000000, ,"501,420.000000000000000", ,0,0,0,0,0,0,0,0,0.755036994669000,0.011526354704800
342,"4,526.000000000000000",SAN PABLO,M,NARIÑO,52,693,112.330482120000000, ,"501,422.000000000000000", ,0,0,0,0,0,0,0,0,0.483323542893000,0.009106183868190
343,"4,527.000000000000000",Carurú,M,Vaupés,97,161,"6,368.497620330000200", ,"501,424.000000000000000", ,0,0,0,0,0,0,0,0,4.617909547190000,0.516272807200000
344,"4,528.000000000000000",BELÉN DE LOS ANDAQUÍES,M,CAQUETÁ,18,094,"1,141.851815530000100", ,"501,426.000000000000000", ,0,0,0,0,0,0,0,0,1.995995203500000,0.092703665325300
345,"4,529.000000000000000",MONTAÑITA,M,CAQUETÁ,18,410,"1,703.738545160000100", ,"501,430.000000000000000", ,0,0,0,0,0,0,0,0,3.088665242030000,0.138391419845000
346,"4,530.000000000000000",GUÁTICA,M,RISARALDA,66,318,100.570389210000000, ,"501,644.000000000000000", ,0,0,0,0,0,0,0,0,0.460709327415000,0.008197396535300
347,"4,531.000000000000000",SANTA ROSALÍA,M,VICHADA,99,624,"3,914.729535609999900", ,"501,646.000000000000000", ,0,0,0,0,0,0,0,0,3.399735948830000,0.318045492730000
348,"4,532.000000000000000",QUINCHÍA,M,RISARALDA,66,594,139.737177699999990, ,"501,648.000000000000000", ,0,0,0,0,0,0,0,0,0.466457665162000,0.011390967007700
349,"4,533.000000000000000",UNIÓN PANAMERICANA ( Animas),M,CHOCÓ,27,810,177.649354730000000, ,"501,650.000000000000000", ,0,0,0,0,0,0,0,0,0.972419769632000,0.014463317769100
350,"4,534.000000000000000",TADÓ,M,CHOCÓ,27,787,714.168252700000040, ,"501,652.000000000000000", ,0,0,0,0,0,0,0,0,1.835212960020000,0.058168898721200
351,"4,535.000000000000000",OICATÁ,M,BOYACÁ,15,500,60.343103810000002, ,"501,781.000000000000000", ,0,0,0,0,0,0,0,0,0.330059317199000,0.004924345244170
352,"4,536.000000000000000",NARIÑO,M,ANTIOQUIA,05,483,314.940324280000030, ,"501,785.000000000000000", ,0,0,0,0,0,0,0,0,0.975315552823000,0.025694920767100
353,"4,537.000000000000000",BAGADÓ,M,CHOCÓ,27,073,807.460631120000020, ,"501,787.000000000000000", ,0,0,0,0,0,0,0,0,1.470296549480000,0.065804353107900
354,"4,538.000000000000000",RIO QUITO (Paimadó),M,CHOCÓ,27,600,690.418167609999950, ,"501,789.000000000000000", ,0,0,0,0,0,0,0,0,1.464327294580000,0.056221007978000
355,"4,539.000000000000000",ATRATO (Yuto),M,CHOCÓ,27,050,432.337541419999980, ,"501,791.000000000000000", ,0,0,0,0,0,0,0,0,1.302199708950000,0.035216560057500
356,"4,540.000000000000000",LABRANZAGRANDE,M,BOYACÁ,15,377,640.479825689999980, ,"501,795.000000000000000", ,0,0,0,0,0,0,0,0,1.221770578870000,0.052236233115600
357,"4,541.000000000000000",CHÍQUIZA,M,BOYACÁ,15,232,114.733833730000000, ,"501,797.000000000000000", ,0,0,0,0,0,0,0,0,0.489407590719000,0.009364113284730
358,"4,542.000000000000000",SIPÍ,M,CHOCÓ,27,745,"1,571.458811170000000", ,"501,872.000000000000000", ,0,0,0,0,0,0,0,0,2.100111963830000,0.127830262579000
359,"4,543.000000000000000",QUIPILE,M,CUNDINAMARCA,25,596,127.608470320000000, ,"501,874.000000000000000", ,0,0,0,0,0,0,0,0,0.579338537307000,0.010400565022200
360,"4,544.000000000000000",FUNZA,M,CUNDINAMARCA,25,286,67.181738089999996, ,"501,876.000000000000000", ,0,0,0,0,0,0,0,0,0.401302323900000,0.005476139478830
361,"4,545.000000000000000",GACHALÁ,M,CUNDINAMARCA,25,293,383.804630830000010, ,"501,878.000000000000000", ,0,0,0,0,0,0,0,0,1.063320195940000,0.031277975074500
362,"4,546.000000000000000",ZIPACÓN,M,CUNDINAMARCA,25,898,54.043894629999997, ,"501,883.000000000000000", ,0,0,0,0,0,0,0,0,0.332202999823000,0.004405200135490
363,"4,547.000000000000000",TENA,M,CUNDINAMARCA,25,797,51.278602939999999, ,"501,830.000000000000000", ,0,0,0,0,0,0,0,0,0.381991952099000,0.004179191648090
364,"4,548.000000000000000",IBAGUÉ,M,TOLIMA,73,001,"1,377.787643390000100", ,"501,832.000000000000000", ,0,0,0,0,0,0,0,0,2.385427638610000,0.112214714014000
365,"4,549.000000000000000",ALVARADO,M,TOLIMA,73,026,337.859304130000000, ,"501,834.000000000000000", ,0,0,0,0,0,0,0,0,0.974407068694000,0.027526683918800
366,"4,550.000000000000000",VERSALLES,M,VALLE DEL CAUCA,76,863,231.159260870000000, ,"501,836.000000000000000", ,0,0,0,0,0,0,0,0,0.858991016294000,0.018812579099800
367,"4,551.000000000000000",SALENTO,M,QUINDÍO,63,690,346.929158210000030, ,"501,838.000000000000000", ,0,0,0,0,0,0,0,0,0.924899919978000,0.028255713671800
368,"4,552.000000000000000",ANZOÁTEGUI,M,TOLIMA,73,043,469.922018550000020, ,"501,840.000000000000000", ,0,0,0,0,0,0,0,0,1.197975799400000,0.038284089534700
369,"4,553.000000000000000",LA MESA,M,CUNDINAMARCA,25,386,148.516423460000000, ,"501,842.000000000000000", ,0,0,0,0,0,0,0,0,0.567861943167000,0.012103822019100
370,"4,554.000000000000000",VILLANUEVA,M,CASANARE,85,440,835.600281040000030, ,"501,844.000000000000000", ,0,0,0,0,0,0,0,0,1.999846555700000,0.068146510082400
371,"4,555.000000000000000",ALCALÁ,M,VALLE DEL CAUCA,76,020,63.567375210000002, ,"501,846.000000000000000", ,0,0,0,0,0,0,0,0,0.440230992899000,0.005176482842130
372,"4,556.000000000000000",LA VICTORIA,M,BOYACÁ,15,401,28.578332090000000, ,"501,717.000000000000000", ,0,0,0,0,0,0,0,0,0.279033559374000,0.002332227795970
373,"4,557.000000000000000",CAPARRAPÍ,M,CUNDINAMARCA,25,148,615.851356280000000, ,"501,719.000000000000000", ,0,0,0,0,0,0,0,0,1.155037542330000,0.050244917174900
374,"4,558.000000000000000",SAMACÁ,M,BOYACÁ,15,646,170.987019110000010, ,"501,721.000000000000000", ,0,0,0,0,0,0,0,0,0.671317018572000,0.013951661821900
375,"4,559.000000000000000",BAJO BAUDÓ (Pizarro),M,CHOCÓ,27,077,"3,458.875319090000200",En proceso de Aprobación. Sujeto a cambios,"501,723.000000000000000", ,0,0,0,0,0,0,0,0,5.690106844670000,0.282581009862000
376,"4,560.000000000000000",RIOSUCIO,M,CALDAS,17,614,385.285132760000010, ,"501,725.000000000000000", ,0,0,0,0,0,0,0,0,1.060423902450000,0.031412071129000
377,"4,561.000000000000000",CUMARIBO,M,VICHADA,99,773,"65,595.354596300007000",En proceso de Aprobación. Sujeto a cambios,"501,728.000000000000000", ,0,0,0,0,0,0,0,0,18.874234205899999,5.308482954660000
378,"4,562.000000000000000",CUCAITA,M,BOYACÁ,15,224,42.304858639999999, ,"501,730.000000000000000", ,0,0,0,0,0,0,0,0,0.283524597600000,0.003452091124460
379,"4,563.000000000000000",MISTRATÓ,M,RISARALDA,66,456,565.936587720000030, ,"501,732.000000000000000", ,0,0,0,0,0,0,0,0,1.113563142850000,0.046127922224700
380,"4,564.000000000000000",TRINIDAD,M,CASANARE,85,430,"2,949.708846580000200", ,"501,736.000000000000000", ,0,0,0,0,0,0,0,0,4.968516095760000,0.240050038774000
381,"4,565.000000000000000",SIMIJACA,M,CUNDINAMARCA,25,745,99.043705489999994, ,"501,738.000000000000000", ,0,0,0,0,0,0,0,0,0.481482850794000,0.008082597987010
382,"4,566.000000000000000",PÁCORA,M,CALDAS,17,513,259.400968289999980, ,"501,740.000000000000000", ,0,0,0,0,0,0,0,0,0.742951372113000,0.021156142343600
383,"4,567.000000000000000",TUNJA,M,BOYACÁ,15,001,119.812414840000000, ,"501,742.000000000000000", ,0,0,0,0,0,0,0,0,0.555204861473000,0.009776323915500
384,"4,568.000000000000000",TOTA,M,BOYACÁ,15,822,196.079640750000010, ,"501,746.000000000000000", ,0,0,0,0,0,0,0,0,0.718467779781000,0.015995527638400
385,"4,569.000000000000000",SAN MIGUEL DE SEMA,M,BOYACÁ,15,676,95.104036379999997, ,"501,748.000000000000000", ,0,0,0,0,0,0,0,0,0.449457469103000,0.007761262902450
386,"4,570.000000000000000",VICTORIA,M,CALDAS,17,867,557.046350490000010, ,"501,750.000000000000000", ,0,0,0,0,0,0,0,0,1.346507351160000,0.045446840044400
387,"4,571.000000000000000",CARAMANTA,M,ANTIOQUIA,05,145,90.521818170000003, ,"501,752.000000000000000", ,0,0,0,0,0,0,0,0,0.477322647375000,0.007382440833110
388,"4,572.000000000000000",PINCHOTE,M,SANTANDER,68,549,54.680058969999997, ,"502,164.000000000000000", ,0,0,0,0,0,0,0,0,0.304225938468000,0.004469248019420
389,"4,573.000000000000000",LANDÁZURI,M,SANTANDER,68,385,595.802343490000000, ,"502,165.000000000000000", ,0,0,0,0,0,0,0,0,1.722144060400000,0.048691382743000
390,"4,574.000000000000000",CHIQUINQUIRÁ,M,BOYACÁ,15,176,166.522243680000000, ,"501,799.000000000000000", ,0,0,0,0,0,0,0,0,0.845350779748000,0.013591757965300
391,"4,575.000000000000000",FIRAVITOBA,M,BOYACÁ,15,272,109.618321260000000, ,"501,801.000000000000000", ,0,0,0,0,0,0,0,0,0.495798702383000,0.008945115139940
392,"4,576.000000000000000",NUNCHÍA,M,CASANARE,85,225,"1,107.324610670000100", ,"501,805.000000000000000", ,0,0,0,0,0,0,0,0,1.993946170510000,0.090260991996100
393,"4,577.000000000000000",AGUADAS,M,CALDAS,17,013,475.945709379999980, ,"501,807.000000000000000", ,0,0,0,0,0,0,0,0,1.329886904890000,0.038824252751600
394,"4,578.000000000000000",TUTA,M,BOYACÁ,15,837,164.666426629999990, ,"501,811.000000000000000", ,0,0,0,0,0,0,0,0,0.667252889610000,0.013438443601200
395,"4,579.000000000000000",SANTA ROSA DE OSOS,M,ANTIOQUIA,05,686,861.242000899999990, ,"502,270.000000000000000", ,0,0,0,0,0,0,0,0,1.810510541980000,0.069349792410300
396,"4,580.000000000000000",SAMANÁ,M,CALDAS,17,662,757.197829729999970, ,"501,817.000000000000000", ,0,0,0,0,0,0,0,0,1.613170819900000,0.061780744026300
397,"4,581.000000000000000",NORCASIA,M,CALDAS,17,495,227.887043250000000, ,"501,819.000000000000000", ,0,0,0,0,0,0,0,0,0.941739781489000,0.018597929202400
398,"4,582.000000000000000",MONGUÍ,M,BOYACÁ,15,466,68.988732519999999, ,"501,820.000000000000000", ,0,0,0,0,0,0,0,0,0.353189577149000,0.005629140565660
399,"4,583.000000000000000",SAN PABLO DE BORBUR,M,BOYACÁ,15,681,195.662222939999990, ,"501,824.000000000000000", ,0,0,0,0,0,0,0,0,0.629791460399000,0.015972024503100
400,"4,584.000000000000000",INÍRIDA,M,GUAINÍA,94,001,"15,974.547524300000000",En proceso de Aprobación. Sujeto a cambios,"500,997.000000000000000", ,0,0,0,0,0,0,0,0,9.248259600800001,1.287362778180000
401,"4,585.000000000000000",VALLE DEL GUAMUEZ (La Hormiga),M,PUTUMAYO,86,865,816.339591059999980,En proceso de Aprobación. Sujeto a cambios,"501,275.000000000000000", ,0,0,0,0,0,0,0,0,1.703330536880000,0.066352728773800
402,"4,586.000000000000000",CUASPUD (Carlosama),M,NARIÑO,52,224,57.015127149999998,En proceso de Aprobación. Sujeto a cambios,"501,291.000000000000000", ,0,0,0,0,0,0,0,0,0.417670860581000,0.004622559299830
403,"4,587.000000000000000",MEDINA,M,CUNDINAMARCA,25,438,"1,198.910280150000100", ,"501,826.000000000000000", ,0,0,0,0,0,0,0,0,1.410455310030000,0.097678054423000
404,"4,588.000000000000000",FÓMEQUE,M,CUNDINAMARCA,25,279,458.022787610000020, ,"501,828.000000000000000", ,0,0,0,0,0,0,0,0,0.949053438869000,0.037322697970700
405,"4,589.000000000000000",PALESTINA,M,HUILA,41,530,178.804192180000000, ,"501,432.000000000000000", ,0,0,0,0,0,0,0,0,0.654587112889000,0.014513251804800
406,"4,590.000000000000000",BARBACOAS,M,NARIÑO,52,079,"2,733.618688350000000",En proceso de Aprobación. Sujeto a cambios,"501,437.000000000000000", ,0,0,0,0,0,0,0,0,3.690579972370000,0.221105147197000
407,"4,591.000000000000000",LOS ANDES (Sotomayor),M,NARIÑO,52,418,957.867929089999960, ,"501,441.000000000000000", ,0,0,0,0,0,0,0,0,2.075435041730000,0.077535654885600
408,"4,592.000000000000000",SANTA ROSA,M,CAUCA,19,701,"3,620.914347559999900", ,"501,443.000000000000000", ,0,0,0,0,0,0,0,0,3.222042869210000,0.293719728892000
409,"4,593.000000000000000",POLICARPA,M,NARIÑO,52,540,433.850273959999980, ,"501,445.000000000000000", ,0,0,0,0,0,0,0,0,1.180410841830000,0.035137087429300
410,"4,594.000000000000000",CUMBITARA,M,NARIÑO,52,233,355.847973029999990, ,"501,447.000000000000000", ,0,0,0,0,0,0,0,0,1.195786258420000,0.028812817438400
411,"4,595.000000000000000",SAN SEBASTIÁN,M,CAUCA,19,693,417.603929349999990, ,"501,451.000000000000000", ,0,0,0,0,0,0,0,0,1.059200782200000,0.033871447610800
412,"4,596.000000000000000",PITALITO,M,HUILA,41,551,626.078406670000050, ,"501,453.000000000000000", ,0,0,0,0,0,0,0,0,1.467670134520000,0.050823318141700
413,"4,597.000000000000000",ALMAGUER,M,CAUCA,19,022,237.915526340000010, ,"501,455.000000000000000", ,0,0,0,0,0,0,0,0,0.699507649646000,0.019293944278000
414,"4,598.000000000000000",EL ROSARIO,M,NARIÑO,52,256,520.083001210000020, ,"501,457.000000000000000", ,0,0,0,0,0,0,0,0,1.407536375520000,0.042127170352700
415,"4,599.000000000000000",SUAZA,M,HUILA,41,770,429.941956950000020, ,"501,459.000000000000000", ,0,0,0,0,0,0,0,0,0.911954827860000,0.034914928330400
416,"4,600.000000000000000",TIMANÁ,M,HUILA,41,807,186.289759260000010, ,"501,465.000000000000000", ,0,0,0,0,0,0,0,0,0.647989927111000,0.015127189494400
417,"4,601.000000000000000",ELÍAS,M,HUILA,41,244,80.767163789999998, ,"501,467.000000000000000", ,0,0,0,0,0,0,0,0,0.492053733417000,0.006558453754270
418,"4,602.000000000000000",MARSELLA,M,RISARALDA,66,440,148.730365909999990, ,"501,469.000000000000000", ,0,0,0,0,0,0,0,0,0.594986984614000,0.012116526764400
419,"4,603.000000000000000",GACHANCIPÁ,M,CUNDINAMARCA,25,295,42.936239940000000, ,"501,471.000000000000000", ,0,0,0,0,0,0,0,0,0.273407760744000,0.003501156889730
420,"4,604.000000000000000",VILLAMARIA,M,CALDAS,17,873,455.566710230000010, ,"501,473.000000000000000", ,0,0,0,0,0,0,0,0,1.074321274690000,0.037124095696500
421,"4,605.000000000000000",NUEVO COLÓN,M,BOYACÁ,15,494,51.542936939999997, ,"501,654.000000000000000", ,0,0,0,0,0,0,0,0,0.349312550751000,0.004204752528430
422,"4,606.000000000000000",TOPAIPÍ,M,CUNDINAMARCA,25,823,143.037795999999990, ,"501,656.000000000000000", ,0,0,0,0,0,0,0,0,0.688951521682000,0.011669948018000
423,"4,607.000000000000000",SAN CAYETANO,M,CUNDINAMARCA,25,653,288.591681429999990, ,"501,660.000000000000000", ,0,0,0,0,0,0,0,0,0.793452375664000,0.023543966831000
424,"4,608.000000000000000",LA PALMA,M,CUNDINAMARCA,25,394,188.737675150000000, ,"501,664.000000000000000", ,0,0,0,0,0,0,0,0,0.803009604820000,0.015397577003900
425,"4,609.000000000000000",GUADUAS,M,CUNDINAMARCA,25,320,762.930009150000050, ,"501,666.000000000000000", ,0,0,0,0,0,0,0,0,1.532116345000000,0.062221946674200
426,"4,610.000000000000000",PUEBLO RICO,M,RISARALDA,66,572,613.017429350000040, ,"501,668.000000000000000", ,0,0,0,0,0,0,0,0,1.103697708500000,0.049948533145300
427,"4,611.000000000000000",CIÉNEGA,M,BOYACÁ,15,189,53.976314049999999, ,"501,670.000000000000000", ,0,0,0,0,0,0,0,0,0.376629544980000,0.004403213393640
428,"4,612.000000000000000",LA MERCED,M,CALDAS,17,388,89.373574230000003, ,"501,674.000000000000000", ,0,0,0,0,0,0,0,0,0.425994654965000,0.007287361863440
429,"4,613.000000000000000",GUACHETÁ,M,CUNDINAMARCA,25,317,171.734167090000000, ,"501,676.000000000000000", ,0,0,0,0,0,0,0,0,0.596148941884000,0.014011444717400
430,"4,614.000000000000000",CHÁMEZA,M,CASANARE,85,015,319.762809310000020, ,"501,633.000000000000000", ,0,0,0,0,0,0,0,0,0.997438380599000,0.026072018699500
431,"4,615.000000000000000",PUERTO BOYACÁ,M,BOYACÁ,15,572,"1,507.238054129999900", ,0.000000000000000, ,0,0,0,0,0,0,0,0,2.345388413320000,0.123090274463000
432,"4,616.000000000000000",VILLAVIEJA,M,HUILA,41,872,540.535357309999990, ,"500,909.000000000000000", ,0,0,0,0,0,0,0,0,1.330799854200000,0.043968878619600
433,"4,617.000000000000000",SALAMINA,M,CALDAS,17,653,390.541654900000030, ,"501,678.000000000000000", ,0,0,0,0,0,0,0,0,1.061658719580000,0.031857577890000
434,"4,618.000000000000000",CARMEN DE CARUPA,M,CUNDINAMARCA,25,154,297.334961640000020, ,"501,680.000000000000000", ,0,0,0,0,0,0,0,0,0.874021436786000,0.024258019893400
435,"4,619.000000000000000",VENTAQUEMADA,M,BOYACÁ,15,861,157.830510900000010, ,"501,682.000000000000000", ,0,0,0,0,0,0,0,0,0.643868608096000,0.012876347395300
436,"4,620.000000000000000",PAIME,M,CUNDINAMARCA,25,518,173.192797680000010, ,"501,684.000000000000000", ,0,0,0,0,0,0,0,0,0.668394257678000,0.014131067671800
437,"4,621.000000000000000",BOYACÁ,M,BOYACÁ,15,104,47.244188020000003, ,"501,686.000000000000000", ,0,0,0,0,0,0,0,0,0.328278112398000,0.003854493350450
438,"4,622.000000000000000",FÚQUENE,M,CUNDINAMARCA,25,288,78.270023179999995, ,"501,688.000000000000000", ,0,0,0,0,0,0,0,0,0.422873948706000,0.006386297350960
