FID,OBJECTID_1,NOMBRE_ENT,CATEGORIA,DEPARTAMEN,COD_DEPART,COD_MUNICI,AREA_KM,OBSERVACIO,PK_CUE,ACTO_ADMIN,ESCALA_150,ESCALA_200,ESCALA_300,ESCALA_350,ESCALA_400,ESCALA_500,ESCALA_750,ESCALA_100,SHAPE_Leng,SHAPE_Area
0,"4,184.000000000000000",POTOSÍ,M,NARIÑO,52,560,376.602233790000010, ,"501,281.000000000000000", ,0,0,0,0,0,0,0,0,1.258260903390000,0.030492706025900
1,"4,185.000000000000000",PUERTO CAICEDO,M,PUTUMAYO,86,569,926.232805399999960, ,"501,283.000000000000000", ,0,0,0,0,0,0,0,0,1.572473595280000,0.075120123948700
2,"4,186.000000000000000",CÓRDOBA,M,NARIÑO,52,215,304.590580940000000, ,"501,287.000000000000000", ,0,0,0,0,0,0,0,0,1.165909064840000,0.024665644344500
3,"4,187.000000000000000",PUERRES,M,NARIÑO,52,573,350.147195899999990, ,"501,293.000000000000000", ,0,0,0,0,0,0,0,0,1.187046431030000,0.028357340909800
4,"4,188.000000000000000",ORITO,M,PUTUMAYO,86,320,"1,936.372993929999900", ,"501,295.000000000000000", ,0,0,0,0,0,0,0,0,2.114921614220000,0.156926518954000
5,"4,189.000000000000000",CONTADERO,M,NARIÑO,52,210,43.227617440000003, ,"501,297.000000000000000", ,0,0,0,0,0,0,0,0,0.324807421797000,0.003499498597440
6,"4,190.000000000000000",CARMEN DE APICALÁ,M,TOLIMA,73,148,190.567218919999990, ,"501,029.000000000000000", ,0,0,0,0,0,0,0,0,0.712078219926000,0.015518833953000
7,"4,191.000000000000000",ESPINAL,M,TOLIMA,73,268,217.426833560000010, ,"501,031.000000000000000", ,0,0,0,0,0,0,0,0,0.760369127284000,0.017705901988500
8,"4,192.000000000000000",GUAMO,M,TOLIMA,73,319,505.460816470000000, ,"501,033.000000000000000", ,0,0,0,0,0,0,0,0,1.123969924640000,0.041155266912800
9,"4,193.000000000000000",SUÁREZ,M,TOLIMA,73,770,189.541018240000000, ,"501,035.000000000000000", ,0,0,0,0,0,0,0,0,0.959663715663000,0.015433413134400
10,"4,194.000000000000000",ICONONZO,M,TOLIMA,73,352,216.559006840000000, ,"501,037.000000000000000", ,0,0,0,0,0,0,0,0,0.778100512453000,0.017636949448800
11,"4,195.000000000000000",MELGAR,M,TOLIMA,73,449,202.651885040000000, ,"501,039.000000000000000", ,0,0,0,0,0,0,0,0,0.928789970891000,0.016504891768600
12,"4,196.000000000000000",VALLE DE SAN JUAN,M,TOLIMA,73,854,198.355240439999990, ,"501,041.000000000000000", ,0,0,0,0,0,0,0,0,0.642157605034000,0.016150533006200
13,"4,197.000000000000000",RONCESVALLES,M,TOLIMA,73,622,770.529737200000000, ,"501,043.000000000000000", ,0,0,0,0,0,0,0,0,1.354110170730000,0.062710512222900
14,"4,198.000000000000000",VILLAVICENCIO,M,META,50,001,"1,311.457743310000100", ,"501,045.000000000000000", ,0,0,0,0,0,0,0,0,2.053234134240000,0.106796746515000
15,"4,199.000000000000000",ARBELÁEZ,M,CUNDINAMARCA,25,053,144.322595369999990, ,"501,047.000000000000000", ,0,0,0,0,0,0,0,0,0.759596801185000,0.011755729232800
16,"4,200.000000000000000",FLANDES,M,TOLIMA,73,275,97.404087950000005, ,"501,049.000000000000000", ,0,0,0,0,0,0,0,0,0.502480344844000,0.007932963299420
17,"4,201.000000000000000",GUTIÉRREZ,M,CUNDINAMARCA,25,339,455.000808529999970, ,"501,051.000000000000000", ,0,0,0,0,0,0,0,0,1.119995908610000,0.037059942130500
18,"4,202.000000000000000",TRUJILLO,M,VALLE DEL CAUCA,76,828,307.277720900000020, ,"501,053.000000000000000", ,0,0,0,0,0,0,0,0,0.833057295563000,0.024990839441400
19,"4,203.000000000000000",GÉNOVA,M,QUINDÍO,63,302,292.423530799999980, ,"501,055.000000000000000", ,0,0,0,0,0,0,0,0,0.782127222936000,0.023797839666900
20,"4,204.000000000000000",BUGALAGRANDE,M,VALLE DEL CAUCA,76,113,396.101997180000010, ,"501,057.000000000000000", ,0,0,0,0,0,0,0,0,0.959516537034000,0.032224030028600
21,"4,205.000000000000000",SAN LUIS,M,TOLIMA,73,678,411.435151760000000, ,"501,059.000000000000000", ,0,0,0,0,0,0,0,0,1.513412846300000,0.033499096862100
22,"4,206.000000000000000",ROVIRA,M,TOLIMA,73,624,739.668114479999990, ,"501,061.000000000000000", ,0,0,0,0,0,0,0,0,1.416324787100000,0.060220314814500
23,"4,207.000000000000000",GUAYABETAL,M,CUNDINAMARCA,25,335,221.568754450000000, ,"501,063.000000000000000", ,0,0,0,0,0,0,0,0,0.807647228862000,0.018048008950500
24,"4,208.000000000000000",FOSCA,M,CUNDINAMARCA,25,281,112.680364000000000, ,"501,065.000000000000000", ,0,0,0,0,0,0,0,0,0.476109862902000,0.009179557279140
25,"4,209.000000000000000",NILO,M,CUNDINAMARCA,25,488,224.385215910000000, ,"501,067.000000000000000", ,0,0,0,0,0,0,0,0,0.788953862228000,0.018277592940800
26,"4,210.000000000000000",CUMARAL,M,META,50,226,620.952570410000020, ,"501,069.000000000000000", ,0,0,0,0,0,0,0,0,1.775623924680000,0.050632065436800
27,"4,211.000000000000000",PIJAO,M,QUINDÍO,63,548,252.403237910000000, ,"501,071.000000000000000", ,0,0,0,0,0,0,0,0,0.730360625026000,0.020545709760800
28,"4,212.000000000000000",RICAURTE,M,CUNDINAMARCA,25,612,127.945976830000010, ,"501,073.000000000000000", ,0,0,0,0,0,0,0,0,0.709176958887000,0.010421751321100
29,"4,213.000000000000000",TIBACUY,M,CUNDINAMARCA,25,805,84.776975719999996, ,"501,075.000000000000000", ,0,0,0,0,0,0,0,0,0.431050914246000,0.006906115908290
30,"4,214.000000000000000",PASCA,M,CUNDINAMARCA,25,535,252.066495239999990, ,"501,077.000000000000000", ,0,0,0,0,0,0,0,0,0.750921418991000,0.020534010160100
31,"4,215.000000000000000",BUENAVISTA,M,QUINDÍO,63,111,36.919554400000003, ,"501,079.000000000000000", ,0,0,0,0,0,0,0,0,0.235644382040000,0.003005327899580
32,"4,216.000000000000000",QUETAME,M,CUNDINAMARCA,25,594,138.278367390000000, ,"501,081.000000000000000", ,0,0,0,0,0,0,0,0,0.557824912556000,0.011265049023300
33,"4,217.000000000000000",SEVILLA,M,VALLE DEL CAUCA,76,736,539.367481809999960, ,"501,083.000000000000000", ,0,0,0,0,0,0,0,0,1.652356173460000,0.043889257556500
34,"4,218.000000000000000",CAICEDONIA,M,VALLE DEL CAUCA,76,122,167.111770220000010, ,"501,085.000000000000000", ,0,0,0,0,0,0,0,0,0.642358726963000,0.013600916996200
35,"4,219.000000000000000",AGUA DE DIOS,M,CUNDINAMARCA,25,001,85.674848940000004, ,"501,087.000000000000000", ,0,0,0,0,0,0,0,0,0.451289814621000,0.006979325302350
36,"4,220.000000000000000",FUSAGASUGÁ,M,CUNDINAMARCA,25,290,211.485603669999990, ,"501,089.000000000000000", ,0,0,0,0,0,0,0,0,1.067423577430000,0.017228394581000
37,"4,221.000000000000000",UNE,M,CUNDINAMARCA,25,845,210.704257149999990, ,"501,091.000000000000000", ,0,0,0,0,0,0,0,0,0.833769562573000,0.017164850900000
38,"4,222.000000000000000",GIRARDOT,M,CUNDINAMARCA,25,307,129.993632450000010, ,"501,093.000000000000000", ,0,0,0,0,0,0,0,0,0.673314323796000,0.010588587601000
39,"4,223.000000000000000",CÓRDOBA,M,QUINDÍO,63,212,95.456151790000007, ,"501,095.000000000000000", ,0,0,0,0,0,0,0,0,0.462279733658000,0.007771348530590
40,"4,224.000000000000000",EL CALVARIO,M,META,50,245,275.347145280000010, ,"501,099.000000000000000", ,0,0,0,0,0,0,0,0,0.769584080980000,0.022431523431700
41,"4,225.000000000000000",PAPUNAUA(Cor. Departamental),CD,VAUPÉS,97,777,"5,550.875022100000000", ,"500,713.000000000000000", ,0,0,0,0,0,0,0,0,5.428249585730000,0.449587208536000
42,"4,226.000000000000000",GUADALUPE,M,HUILA,41,319,250.695140030000000, ,"500,715.000000000000000", ,0,0,0,0,0,0,0,0,0.702320087261000,0.020362223042400
43,"4,227.000000000000000",BOLÍVAR,M,CAUCA,19,100,797.092955849999950, ,"500,717.000000000000000", ,0,0,0,0,0,0,0,0,1.773263210450000,0.064624405808200
44,"4,228.000000000000000",MAGÜÍ (Payán),M,NARIÑO,52,427,"1,810.005761530000000", ,"500,719.000000000000000", ,0,0,0,0,0,0,0,0,2.402241389730000,0.146416935510000
45,"4,229.000000000000000",LEIVA,M,NARIÑO,52,405,309.766607799999970, ,"500,721.000000000000000", ,0,0,0,0,0,0,0,0,1.052073216290000,0.025099129536400
46,"4,230.000000000000000",OPORAPA,M,HUILA,41,503,154.219174790000010, ,"500,723.000000000000000", ,0,0,0,0,0,0,0,0,0.632293598205000,0.012521988780700
47,"4,231.000000000000000",SUCRE,M,CAUCA,19,785,135.721874140000010, ,"500,725.000000000000000", ,0,0,0,0,0,0,0,0,0.741131786112000,0.011006003195900
48,"4,232.000000000000000",LA VEGA,M,CAUCA,19,397,517.106688830000050, ,"500,727.000000000000000", ,0,0,0,0,0,0,0,0,1.088878848210000,0.041943962931300
49,"4,233.000000000000000",ALTAMIRA,M,HUILA,41,026,181.016370220000000, ,"500,729.000000000000000", ,0,0,0,0,0,0,0,0,0.672190641124000,0.014702472829900
50,"4,234.000000000000000",Calamar,M,Guaviare,95,015,"13,559.867443100000000", ,"500,731.000000000000000", ,0,0,0,0,0,0,0,0,7.475811371060000,1.101653517820000
51,"4,235.000000000000000",SAN AGUSTÍN,M,HUILA,41,668,"1,387.972074820000000", ,"500,733.000000000000000", ,0,0,0,0,0,0,0,0,1.992555103940000,0.112632885996000
52,"4,236.000000000000000",FLORENCIA,M,CAQUETÁ,18,001,"2,587.370435540000000", ,"500,735.000000000000000", ,0,0,0,0,0,0,0,0,2.870021696690000,0.210154196180000
53,"4,237.000000000000000",BALBOA,M,CAUCA,19,075,413.159629339999980, ,"500,737.000000000000000", ,0,0,0,0,0,0,0,0,0.999303183188000,0.033486319545000
54,"4,238.000000000000000",MIRANDA,M,CAUCA,19,455,188.042171209999990, ,"500,892.000000000000000", ,0,0,0,0,0,0,0,0,0.937804732248000,0.015278922757600
55,"4,239.000000000000000",BARAYA,M,HUILA,41,078,786.197505890000000, ,"500,894.000000000000000", ,0,0,0,0,0,0,0,0,1.451401485920000,0.063949326147900
56,"4,240.000000000000000",PLANADAS,M,TOLIMA,73,555,"1,755.838074550000100", ,"500,897.000000000000000", ,0,0,0,0,0,0,0,0,2.059971244510000,0.142716562197000
57,"4,241.000000000000000",PUERTO TEJADA,M,CAUCA,19,573,109.767033770000000, ,"500,899.000000000000000", ,0,0,0,0,0,0,0,0,0.618233540823000,0.008916744638050
58,"4,242.000000000000000",FLORIDA,M,VALLE DEL CAUCA,76,275,403.872591010000010, ,"500,903.000000000000000", ,0,0,0,0,0,0,0,0,1.000322107850000,0.032820303843100
59,"4,243.000000000000000",MAPIRIPANA,CD,GUAINÍA,94,663,"4,923.966984589999800", ,"500,905.000000000000000", ,0,0,0,0,0,0,0,0,4.992696667630000,0.398711047103000
60,"4,244.000000000000000",AIPE,M,HUILA,41,016,796.394776869999990, ,"500,907.000000000000000", ,0,0,0,0,0,0,0,0,2.027011264880000,0.064769759460900
61,"4,245.000000000000000",CANDELARIA,M,VALLE DEL CAUCA,76,130,294.163802970000010, ,"500,911.000000000000000", ,0,0,0,0,0,0,0,0,0.828197564820000,0.023899830254400
62,"4,246.000000000000000",MAPIRIPÁN,M,META,50,325,"11,946.462871000000000", ,"500,914.000000000000000", ,0,0,0,0,0,0,0,0,8.197748469650000,0.970517812443000
63,"4,247.000000000000000",PRADERA,M,VALLE DEL CAUCA,76,563,357.287389519999980, ,"500,916.000000000000000", ,0,0,0,0,0,0,0,0,0.917968683267000,0.029037517693200
64,"4,248.000000000000000",SAN JUAN DE ARAMA,M,META,50,683,"1,179.965637960000100", ,"500,920.000000000000000", ,0,0,0,0,0,0,0,0,2.259876270320000,0.096013123862600
65,"4,249.000000000000000",ALPUJARRA,M,TOLIMA,73,024,501.480144230000010, ,"500,922.000000000000000", ,0,0,0,0,0,0,0,0,1.020121450490000,0.040800872771400
66,"4,250.000000000000000",CALI,M,VALLE DEL CAUCA,76,001,557.384366900000030, ,"500,924.000000000000000", ,0,0,0,0,0,0,0,0,1.100013066670000,0.045273582428500
67,"4,251.000000000000000",FUENTE DE ORO,M,META,50,287,576.089582390000030, ,"500,926.000000000000000", ,0,0,0,0,0,0,0,0,1.319289491990000,0.046878164576400
68,"4,252.000000000000000",MESETAS,M,META,50,330,"2,278.537609370000200", ,"500,928.000000000000000", ,0,0,0,0,0,0,0,0,3.507543371200000,0.185384922974000
69,"4,253.000000000000000",GRANADA,M,META,50,313,336.731352469999990, ,"500,930.000000000000000", ,0,0,0,0,0,0,0,0,0.937718667659000,0.027405204791400
70,"4,254.000000000000000",ATACO,M,TOLIMA,73,067,"1,014.955468120000000", ,"500,932.000000000000000", ,0,0,0,0,0,0,0,0,2.130986817320000,0.082549631508500
71,"4,255.000000000000000",NATAGAIMA,M,TOLIMA,73,483,860.677551900000030, ,"500,934.000000000000000", ,0,0,0,0,0,0,0,0,1.613020033790000,0.070028914091400
72,"4,256.000000000000000",YUMBO,M,VALLE DEL CAUCA,76,892,231.856237130000010, ,"500,936.000000000000000", ,0,0,0,0,0,0,0,0,0.728089916141000,0.018838263768500
73,"4,257.000000000000000",PALMIRA,M,VALLE DEL CAUCA,76,520,"1,004.468712050000000", ,"500,938.000000000000000", ,0,0,0,0,0,0,0,0,1.973652343160000,0.081641401026000
74,"4,258.000000000000000",BARRANCO MINA,CD,GUAINÍA,94,343,"9,467.804055959999500", ,"500,940.000000000000000", ,0,0,0,0,0,0,0,0,6.825914159180000,0.765255738253000
75,"4,259.000000000000000",EL CASTILLO,M,META,50,251,570.937356329999940, ,"500,942.000000000000000", ,0,0,0,0,0,0,0,0,1.109528600820000,0.046472930776800
76,"4,260.000000000000000",EL DORADO,M,META,50,270,118.033845910000000, ,"500,944.000000000000000", ,0,0,0,0,0,0,0,0,0.427194091493000,0.009608570100380
77,"4,261.000000000000000",EL CERRITO,M,VALLE DEL CAUCA,76,248,441.941236090000020, ,"500,946.000000000000000", ,0,0,0,0,0,0,0,0,1.464411597430000,0.035925663863500
78,"4,262.000000000000000",CACAHUAL,CD,GUAINÍA,94,886,"2,334.926888510000000",En proceso de Aprobación. Sujeto a cambios,"500,948.000000000000000", ,0,0,0,0,0,0,0,0,2.363951834910000,0.187582909578000
79,"4,263.000000000000000",RIOBLANCO,M,TOLIMA,73,616,"2,049.444732999999800", ,"500,950.000000000000000", ,0,0,0,0,0,0,0,0,2.182634533310000,0.166634912724000
80,"4,264.000000000000000",URIBE,M,META,50,370,"6,437.424237090000100", ,"500,952.000000000000000", ,0,0,0,0,0,0,0,0,5.016884245510000,0.523686346836000
81,"4,265.000000000000000",SAN MARTÍN,M,META,50,689,"5,945.414191480000200", ,"500,956.000000000000000", ,0,0,0,0,0,0,0,0,6.245082821870000,0.483709983061000
82,"4,266.000000000000000",PRADO,M,TOLIMA,73,563,418.096226129999990, ,"500,959.000000000000000", ,0,0,0,0,0,0,0,0,1.080812273210000,0.034030035328100
83,"4,267.000000000000000",YARUMAL,M,ANTIOQUIA,05,887,717.285352350000040, ,0.000000000000000, ,0,0,0,0,0,0,0,0,1.705172710290000,0.059391968527300
84,"4,268.000000000000000",VIJES,M,VALLE DEL CAUCA,76,869,112.648591260000000, ,"500,961.000000000000000", ,0,0,0,0,0,0,0,0,0.573912270794000,0.009154685509410
85,"4,269.000000000000000",GINEBRA,M,VALLE DEL CAUCA,76,306,267.950102710000010, ,"500,963.000000000000000", ,0,0,0,0,0,0,0,0,0.738430847407000,0.021784059905000
86,"4,270.000000000000000",DOLORES,M,TOLIMA,73,236,652.674172549999980, ,"500,967.000000000000000", ,0,0,0,0,0,0,0,0,1.829294584230000,0.053117105149800
87,"4,271.000000000000000",GUACARÍ,M,VALLE DEL CAUCA,76,318,163.192272589999990, ,"500,969.000000000000000", ,0,0,0,0,0,0,0,0,0.729544150880000,0.013266132466800
88,"4,272.000000000000000",LA CUMBRE,M,VALLE DEL CAUCA,76,377,254.796526390000000, ,"500,971.000000000000000", ,0,0,0,0,0,0,0,0,0.956611002639000,0.020701886503900
89,"4,273.000000000000000",RESTREPO,M,VALLE DEL CAUCA,76,606,135.859387970000000, ,"500,973.000000000000000", ,0,0,0,0,0,0,0,0,0.542356098148000,0.011040692504400
90,"4,274.000000000000000",COYAIMA,M,TOLIMA,73,217,663.432291790000020, ,"500,977.000000000000000", ,0,0,0,0,0,0,0,0,1.394263570740000,0.053990583284200
91,"4,275.000000000000000",CASTILLA LA NUEVA,M,META,50,150,512.017278880000050, ,"500,979.000000000000000", ,0,0,0,0,0,0,0,0,1.260838857140000,0.041682276398200
92,"4,276.000000000000000",SAN CARLOS DE GUAROA,M,META,50,680,807.283054300000000, ,"500,981.000000000000000", ,0,0,0,0,0,0,0,0,1.500705231070000,0.065715664792100
93,"4,277.000000000000000",VILLARRICA,M,TOLIMA,73,873,430.270737590000010, ,"500,983.000000000000000", ,0,0,0,0,0,0,0,0,0.932112213713000,0.035029579841800
94,"4,278.000000000000000",BUGA,M,VALLE DEL CAUCA,76,111,821.805461799999990, ,"500,985.000000000000000", ,0,0,0,0,0,0,0,0,1.927630143790000,0.066827135198900
95,"4,279.000000000000000",PURIFICACIÓN,M,TOLIMA,73,585,406.236575550000000, ,"500,989.000000000000000", ,0,0,0,0,0,0,0,0,1.381687705570000,0.033069379375200
96,"4,280.000000000000000",CUBARRAL,M,META,50,223,"1,156.369766329999900", ,"500,991.000000000000000", ,0,0,0,0,0,0,0,0,2.056034216270000,0.094148211278700
97,"4,281.000000000000000",CABRERA,M,CUNDINAMARCA,25,120,421.783532620000020, ,"500,993.000000000000000", ,0,0,0,0,0,0,0,0,0.977868405180000,0.034342792285300
98,"4,282.000000000000000",CHAPARRAL,M,TOLIMA,73,168,"2,105.310066860000000", ,"500,995.000000000000000", ,0,0,0,0,0,0,0,0,2.459626914130000,0.171272786028000
99,"4,283.000000000000000",SAN PEDRO,M,VALLE DEL CAUCA,76,670,210.736762660000010, ,"500,999.000000000000000", ,0,0,0,0,0,0,0,0,0.744047338462000,0.017137009910700
100,"4,284.000000000000000",YOTOCO,M,VALLE DEL CAUCA,76,890,327.527802119999990, ,"501,001.000000000000000", ,0,0,0,0,0,0,0,0,1.309578120900000,0.026625375400700
101,"4,285.000000000000000",CALIMA (El Darién),M,VALLE DEL CAUCA,76,126,798.083735349999980, ,"501,003.000000000000000", ,0,0,0,0,0,0,0,0,1.496546667450000,0.064857907574300
102,"4,286.000000000000000",GUAMAL,M,META,50,318,599.365949389999970, ,"501,005.000000000000000", ,0,0,0,0,0,0,0,0,1.421488352270000,0.048805320158700
103,"4,287.000000000000000",ORTEGA,M,TOLIMA,73,504,946.361562049999970, ,"501,007.000000000000000", ,0,0,0,0,0,0,0,0,1.476003594990000,0.077026343599600
104,"4,288.000000000000000",SAN ANTONIO,M,TOLIMA,73,675,393.722114110000010, ,"501,009.000000000000000", ,0,0,0,0,0,0,0,0,1.054866127850000,0.032041005163500
105,"4,289.000000000000000",VENECIA,M,CUNDINAMARCA,25,506,122.420219610000000, ,"501,011.000000000000000", ,0,0,0,0,0,0,0,0,0.505204833295000,0.009969490161070
106,"4,290.000000000000000",MACHETÁ,M,CUNDINAMARCA,25,426,230.175902240000000, ,"501,527.000000000000000", ,0,0,0,0,0,0,0,0,0.684703590970000,0.018769125505700
107,"4,291.000000000000000",QUEBRADANEGRA,M,CUNDINAMARCA,25,592,79.579976070000001, ,"501,529.000000000000000", ,0,0,0,0,0,0,0,0,0.410752606366000,0.006489814673160
108,"4,292.000000000000000",ZIPAQUIRÁ,M,CUNDINAMARCA,25,899,193.385735579999990, ,"501,531.000000000000000", ,0,0,0,0,0,0,0,0,0.841081047313000,0.015770296396300
109,"4,293.000000000000000",LA CAPILLA,M,BOYACÁ,15,380,57.766980770000004, ,"501,533.000000000000000", ,0,0,0,0,0,0,0,0,0.284451186852000,0.004710742263470
110,"4,294.000000000000000",NEMOCÓN,M,CUNDINAMARCA,25,486,98.206655990000002, ,"501,535.000000000000000", ,0,0,0,0,0,0,0,0,0.526610739523000,0.008009090890240
111,"4,295.000000000000000",MANIZALES,M,CALDAS,17,001,442.592235000000020, ,"501,539.000000000000000", ,0,0,0,0,0,0,0,0,1.347183119550000,0.036072257063900
112,"4,296.000000000000000",HERVEO,M,TOLIMA,73,347,323.177783139999970, ,"501,541.000000000000000", ,0,0,0,0,0,0,0,0,0.988660475030000,0.026344681583500
113,"4,297.000000000000000",FALAN,M,TOLIMA,73,270,181.513626469999990, ,"501,543.000000000000000", ,0,0,0,0,0,0,0,0,0.818484965381000,0.014799430260000
114,"4,298.000000000000000",RISARALDA,M,CALDAS,17,616,89.703607289999994, ,"501,545.000000000000000", ,0,0,0,0,0,0,0,0,0.649963325417000,0.007309636509380
115,"4,299.000000000000000",TAURAMENA,M,CASANARE,85,410,"2,385.837727140000000", ,"501,549.000000000000000", ,0,0,0,0,0,0,0,0,4.055434767350000,0.194170775392000
116,"4,300.000000000000000",SAN JOSÉ DEL PALMAR,M,CHOCÓ,27,660,"1,580.534659409999900", ,"501,551.000000000000000", ,0,0,0,0,0,0,0,0,1.686608656880000,0.128683119689000
117,"4,301.000000000000000",VERGARA,M,CUNDINAMARCA,25,862,144.630788810000010, ,"501,553.000000000000000", ,0,0,0,0,0,0,0,0,0.592455168279000,0.011829584187700
118,"4,302.000000000000000",NIMAIMA,M,CUNDINAMARCA,25,489,56.918935150000003, ,"501,555.000000000000000", ,0,0,0,0,0,0,0,0,0.490168104289000,0.004642122575470
119,"4,303.000000000000000",PÁEZ,M,BOYACÁ,15,514,351.993784150000010, ,"501,559.000000000000000", ,0,0,0,0,0,0,0,0,0.881151785899000,0.028696670670300
120,"4,304.000000000000000",GUASCA,M,CUNDINAMARCA,25,322,362.808540349999990, ,0.000000000000000, ,0,0,0,0,0,0,0,0,0.890110916196000,0.029575374309700
121,"4,305.000000000000000",RESTREPO,M,META,50,606,369.080178750000020, ,0.000000000000000, ,0,0,0,0,0,0,0,0,1.837945400230000,0.030060894574200
122,"4,306.000000000000000",ANGOSTURA,M,ANTIOQUIA,05,038,329.457054970000000, ,0.000000000000000, ,0,0,0,0,0,0,0,0,0.937110881303000,0.027255953978100
123,"4,307.000000000000000",OROCUÉ,M,CASANARE,85,230,"4,736.239355929999900", ,"501,563.000000000000000", ,0,0,0,0,0,0,0,0,4.024824466270000,0.385430686184000
124,"4,308.000000000000000",SUESCA,M,CUNDINAMARCA,25,772,172.675419170000000, ,"501,565.000000000000000", ,0,0,0,0,0,0,0,0,0.884227151497000,0.014082972513900
125,"4,309.000000000000000",MIRAFLORES,M,BOYACÁ,15,455,255.883850020000010, ,"501,569.000000000000000", ,0,0,0,0,0,0,0,0,0.711810800279000,0.020865154861700
126,"4,310.000000000000000",CHOCONTÁ,M,CUNDINAMARCA,25,183,302.436195329999980, ,"501,571.000000000000000", ,0,0,0,0,0,0,0,0,1.027102907460000,0.024664698372200
127,"4,311.000000000000000",ÚTICA,M,CUNDINAMARCA,25,851,91.203731230000002, ,"501,573.000000000000000", ,0,0,0,0,0,0,0,0,0.524260425461000,0.007438824561800
128,"4,312.000000000000000",TAUSA,M,CUNDINAMARCA,25,793,202.865538920000010, ,"501,575.000000000000000", ,0,0,0,0,0,0,0,0,0.926213761781000,0.016547024733000
129,"4,313.000000000000000",BELÉN DE UMBRÍA,M,RISARALDA,66,088,180.785023919999990, ,"501,579.000000000000000", ,0,0,0,0,0,0,0,0,0.577902133165000,0.014731849354400
130,"4,314.000000000000000",NEIRA,M,CALDAS,17,486,368.537349310000020, ,"501,581.000000000000000", ,0,0,0,0,0,0,0,0,1.293105315040000,0.030042648125800
131,"4,315.000000000000000",ANSERMA,M,CALDAS,17,042,208.727133430000010, ,"501,585.000000000000000", ,0,0,0,0,0,0,0,0,0.894079662744000,0.017010857925400
132,"4,316.000000000000000",ISTMINA,M,CHOCÓ,27,361,"1,883.313867620000100", ,"501,587.000000000000000", ,0,0,0,0,0,0,0,0,4.788996813010000,0.153149684312000
133,"4,317.000000000000000",TULUÁ,M,VALLE DEL CAUCA,76,834,902.844891589999970, ,"501,015.000000000000000", ,0,0,0,0,0,0,0,0,1.851754544890000,0.073438800554600
134,"4,318.000000000000000",RIOFRÍO,M,VALLE DEL CAUCA,76,616,307.311447789999990, ,"501,017.000000000000000", ,0,0,0,0,0,0,0,0,0.969999138858000,0.024988696358000
135,"4,319.000000000000000",ACACÍAS,M,META,50,006,"1,123.316521020000000", ,"501,019.000000000000000", ,0,0,0,0,0,0,0,0,2.000230884400000,0.091473163069500
136,"4,320.000000000000000",ANDALUCÍA,M,VALLE DEL CAUCA,76,036,111.036736129999990, ,"501,021.000000000000000", ,0,0,0,0,0,0,0,0,0.643049563922000,0.009031732067040
137,"4,321.000000000000000",SAN BERNARDO,M,CUNDINAMARCA,25,649,245.377051110000000, ,"501,023.000000000000000", ,0,0,0,0,0,0,0,0,0.843346325995000,0.019984942908000
138,"4,322.000000000000000",PANDI,M,CUNDINAMARCA,25,524,71.541156479999998, ,"501,027.000000000000000", ,0,0,0,0,0,0,0,0,0.383964824458000,0.005826884712850
139,"4,323.000000000000000",CÁQUEZA,M,CUNDINAMARCA,25,151,112.532118470000000, ,"501,101.000000000000000", ,0,0,0,0,0,0,0,0,0.535744856937000,0.009168486116390
140,"4,324.000000000000000",ZARZAL,M,VALLE DEL CAUCA,76,895,368.007216060000020, ,"501,105.000000000000000", ,0,0,0,0,0,0,0,0,1.158443525120000,0.029945842177500
141,"4,325.000000000000000",NARIÑO,M,CUNDINAMARCA,25,480,55.113353930000002, ,"501,107.000000000000000", ,0,0,0,0,0,0,0,0,0.502495651857000,0.004489658495310
142,"4,326.000000000000000",LA TEBAIDA,M,QUINDÍO,63,401,90.869629810000006, ,"501,111.000000000000000", ,0,0,0,0,0,0,0,0,0.607587242592000,0.007397081870850
143,"4,327.000000000000000",BOLÍVAR,M,VALLE DEL CAUCA,76,100,742.768510310000010, ,"501,113.000000000000000", ,0,0,0,0,0,0,0,0,1.473351336830000,0.060417252976700
144,"4,328.000000000000000",CHIPAQUE,M,CUNDINAMARCA,25,178,150.171264450000000, ,"501,117.000000000000000", ,0,0,0,0,0,0,0,0,0.685129901178000,0.012235561275700
145,"4,329.000000000000000",COELLO,M,TOLIMA,73,200,341.706645939999990, ,"501,119.000000000000000", ,0,0,0,0,0,0,0,0,1.209691071100000,0.027832864335300
146,"4,330.000000000000000",ROLDANILLO,M,VALLE DEL CAUCA,76,622,235.226525380000000, ,"501,121.000000000000000", ,0,0,0,0,0,0,0,0,0.801174298915000,0.019140535659600
147,"4,331.000000000000000",VIOTÁ,M,CUNDINAMARCA,25,878,203.918278560000000, ,"501,123.000000000000000", ,0,0,0,0,0,0,0,0,0.712852744790000,0.016614102325500
148,"4,332.000000000000000",SIBATÉ,M,CUNDINAMARCA,25,740,122.182681730000000, ,"501,125.000000000000000", ,0,0,0,0,0,0,0,0,0.532654918414000,0.009955548508580
149,"4,333.000000000000000",SAN JUANITO,M,META,50,686,237.147252820000010, ,"501,129.000000000000000", ,0,0,0,0,0,0,0,0,0.640157606150000,0.019322269828000
150,"4,334.000000000000000",UBAQUE,M,CUNDINAMARCA,25,841,108.510506980000000, ,"501,131.000000000000000", ,0,0,0,0,0,0,0,0,0.517086036425000,0.008841994791260
